PG,SG,SF,PF,C,G,F,UTIL,salary,fpts
TJ McConnell,Jaylon Tyson,Michael Porter,Jalen Smith,Joel Embiid,Egor Demin,Kevin Huerter,Nic Claxton,50000,117.83
Jeremiah Fears,Ayo Dosunmu,Aaron Nesmith,Jarace Walker,Joel Embiid,TJ McConnell,Michael Porter,Nic Claxton,49900,117.83
Craig Porter,Brandon Ingram,De'Andre Hunter,Jarace Walker,Sandro Mamukelashvili,TJ McConnell,Michael Porter,Tyrese Maxey,50000,117.83
Craig Porter,Gradey Dick,Aaron Nesmith,Derik Queen,Jay Huff,TJ McConnell,Michael Porter,Tyrese Maxey,50000,117.83
Andrew Nembhard,Trey Murphy,Johnny Furphy,Dominick Barlow,Jarrett Allen,Tyrese Maxey,Jay Huff,Nic Claxton,50000,117.83
Jamal Shead,Ben Sheppard,Isaac Okoro,Derik Queen,Joel Embiid,Brandon Ingram,Jay Huff,Michael Porter,50000,117.83
Craig Porter,Coby White,Paul George,Zion Williamson,Day'Ron Sharpe,Tyrese Maxey,Jordan Miller,Jamal Shead,50000,117.83
Andrew Nembhard,Ben Sheppard,Saddiq Bey,Zion Williamson,Joel Embiid,Craig Porter,Derik Queen,Jamal Shead,50000,117.83
Nolan Traore,Brandon Ingram,Aaron Nesmith,Jay Huff,Joel Embiid,Kevin Huerter,Collin Murray-Boyles,Nikola Vucevic,49900,117.83
James Harden,Jaylon Tyson,Jarace Walker,Nae'Qwan Tomlin,Nic Claxton,Coby White,Matas Buzelis,Scottie Barnes,50000,117.825
Lonzo Ball,Coby White,Michael Porter,Jay Huff,Nic Claxton,Egor Demin,Scottie Barnes,Collin Murray-Boyles,49900,117.825
Craig Porter,Jaylon Tyson,Aaron Nesmith,Pascal Siakam,Collin Murray-Boyles,Kris Dunn,Matas Buzelis,Michael Porter,50000,117.825
TJ McConnell,Brandon Ingram,Kevin Huerter,Noah Clowney,Ivica Zubac,Tyrese Maxey,Jalen Smith,Jamal Shead,49700,117.825
Andrew Nembhard,Jaylon Tyson,Kevin Huerter,Pascal Siakam,Derik Queen,Nolan Traore,Zion Williamson,Tre Jones,50000,117.825
Egor Demin,Coby White,Gradey Dick,Zion Williamson,Jarrett Allen,Jamal Shead,Noah Clowney,Joel Embiid,50000,117.825
Jamal Shead,VJ Edgecombe,Jaylon Tyson,Matas Buzelis,Nikola Vucevic,Coby White,Michael Porter,Nolan Traore,50000,117.825
Craig Porter,Trey Murphy,Jaylon Tyson,Noah Clowney,Joel Embiid,Gradey Dick,Scottie Barnes,Jordan Miller,50000,117.825
Craig Porter,Donovan Mitchell,Aaron Nesmith,Nae'Qwan Tomlin,Nikola Vucevic,Jaylon Tyson,Michael Porter,Nolan Traore,49800,117.825
Jamal Shead,Trey Murphy,Johnny Furphy,Pascal Siakam,Collin Murray-Boyles,Coby White,Scottie Barnes,Nolan Traore,50000,117.825
Andrew Nembhard,Trey Murphy,Isaac Okoro,Derik Queen,Ivica Zubac,Craig Porter,John Collins,Nic Claxton,50000,117.825
Jeremiah Fears,Lonzo Ball,Aaron Nesmith,Jay Huff,Jarrett Allen,Brandon Ingram,Michael Porter,Ivica Zubac,50000,117.825
Andrew Nembhard,Jordan Miller,Aaron Nesmith,De'Andre Hunter,Jarrett Allen,Jamal Shead,Paul George,Michael Porter,50000,117.825
Jamal Shead,Trey Murphy,Johnny Furphy,Zion Williamson,Ivica Zubac,Drake Powell,Scottie Barnes,Collin Murray-Boyles,50000,117.825
Craig Porter,Donovan Mitchell,Jaylon Tyson,Noah Clowney,Sandro Mamukelashvili,Tyrese Maxey,Jalen Smith,Jamal Shead,50000,117.825
Egor Demin,Kevin Huerter,Isaac Okoro,Pascal Siakam,Jay Huff,Jamal Shead,Zion Williamson,Scottie Barnes,50000,117.825
Andrew Nembhard,Trey Murphy,Jarace Walker,John Collins,Joel Embiid,Jaylon Tyson,Kevin Huerter,Egor Demin,50000,117.825
Egor Demin,Coby White,De'Andre Hunter,Pascal Siakam,Jarrett Allen,Jamal Shead,Jarace Walker,Scottie Barnes,49800,117.825
Andrew Nembhard,Lonzo Ball,Johnny Furphy,Zion Williamson,Ivica Zubac,Jeremiah Fears,Noah Clowney,Tyrese Maxey,50000,117.825
Craig Porter,Ayo Dosunmu,Drake Powell,Matas Buzelis,Nic Claxton,Tyrese Maxey,Scottie Barnes,Jamal Shead,49900,117.825
Andrew Nembhard,Trey Murphy,De'Andre Hunter,Nae'Qwan Tomlin,Joel Embiid,Kevin Huerter,Derik Queen,Jay Huff,50000,117.825
Andrew Nembhard,Jaylon Tyson,De'Andre Hunter,Saddiq Bey,Nic Claxton,Tyrese Maxey,Kevin Huerter,Tre Jones,50000,117.825
Lonzo Ball,Drake Powell,Aaron Nesmith,Evan Mobley,Joel Embiid,Jamal Shead,Jay Huff,Nikola Vucevic,49900,117.825
Lonzo Ball,Trey Murphy,Jaylon Tyson,Zion Williamson,Jay Huff,Coby White,Michael Porter,Day'Ron Sharpe,50000,117.825
Andrew Nembhard,Brandon Ingram,Aaron Nesmith,Zion Williamson,Sandro Mamukelashvili,Craig Porter,De'Andre Hunter,Matas Buzelis,50000,117.825
Tyrese Maxey,Donovan Mitchell,Jaylon Tyson,Nae'Qwan Tomlin,Derik Queen,Jamal Shead,Kevin Huerter,Kris Dunn,50000,117.825
James Harden,Donovan Mitchell,Jaylon Tyson,Nae'Qwan Tomlin,Jay Huff,Kevin Huerter,Noah Clowney,Ivica Zubac,50000,117.825
Craig Porter,Brandon Ingram,Saddiq Bey,Zion Williamson,Nikola Vucevic,TJ McConnell,Ayo Dosunmu,Jamal Shead,50000,117.82499999999999
Nolan Traore,Coby White,Jarace Walker,Evan Mobley,Ivica Zubac,Tre Jones,Michael Porter,Nic Claxton,50000,117.82000000000001
Andrew Nembhard,Jaylon Tyson,Jarace Walker,John Collins,Nikola Vucevic,Jeremiah Fears,Jordan Miller,Tyrese Maxey,50000,117.82000000000001
Tre Jones,Coby White,Jarace Walker,Zion Williamson,Nic Claxton,Jordan Miller,Paul George,Michael Porter,50000,117.82000000000001
James Harden,Coby White,Johnny Furphy,Jarace Walker,Ivica Zubac,Jordan Miller,Michael Porter,Nic Claxton,49900,117.82000000000001
Andrew Nembhard,Drake Powell,Paul George,Matas Buzelis,Ivica Zubac,Craig Porter,Noah Clowney,Tyrese Maxey,49900,117.82000000000001
TJ McConnell,Donovan Mitchell,Aaron Nesmith,Matas Buzelis,Ivica Zubac,Coby White,Jordan Miller,Tre Jones,49800,117.82
Jamal Shead,Donovan Mitchell,Jarace Walker,Pascal Siakam,Day'Ron Sharpe,Trey Murphy,Drake Powell,Tre Jones,49900,117.82
Andrew Nembhard,Trey Murphy,Ayo Dosunmu,Collin Murray-Boyles,Nikola Vucevic,Craig Porter,Kevin Huerter,Jamal Shead,50000,117.82
Nolan Traore,Donovan Mitchell,Jarace Walker,Pascal Siakam,Derik Queen,Tre Jones,Collin Murray-Boyles,Nic Claxton,49900,117.82
Kris Dunn,Donovan Mitchell,Jarace Walker,Zion Williamson,Joel Embiid,Gradey Dick,Jay Huff,Collin Murray-Boyles,49800,117.82
Jamal Shead,Brandon Ingram,Aaron Nesmith,Noah Clowney,Joel Embiid,Coby White,Jalen Smith,Day'Ron Sharpe,49900,117.82
Andrew Nembhard,Coby White,Kevin Huerter,Zion Williamson,Jay Huff,Tyrese Maxey,Collin Murray-Boyles,Nolan Traore,49800,117.82
Jamal Shead,Brandon Ingram,De'Andre Hunter,Nae'Qwan Tomlin,Derik Queen,Coby White,Matas Buzelis,Scottie Barnes,50000,117.82
Kris Dunn,Donovan Mitchell,Jarace Walker,Noah Clowney,Joel Embiid,Coby White,Jalen Smith,Nic Claxton,49900,117.82
Andrew Nembhard,Jaylon Tyson,Kevin Huerter,Scottie Barnes,Ivica Zubac,Coby White,Jalen Smith,Egor Demin,50000,117.82
Jamal Shead,Donovan Mitchell,Aaron Nesmith,Karlo Matkovic,Nic Claxton,Brandon Ingram,John Collins,Tre Jones,50000,117.82
Jamal Shead,Trey Murphy,Johnny Furphy,De'Andre Hunter,Joel Embiid,Brandon Ingram,Matas Buzelis,Jordan Miller,49800,117.82
Craig Porter,Donovan Mitchell,Aaron Nesmith,Saddiq Bey,Joel Embiid,Drake Powell,Jordan Miller,Ivica Zubac,50000,117.82
Craig Porter,Donovan Mitchell,Gradey Dick,Matas Buzelis,Nic Claxton,TJ McConnell,John Collins,Nikola Vucevic,50000,117.82
Andrew Nembhard,Donovan Mitchell,Aaron Nesmith,Zion Williamson,Jarrett Allen,Lonzo Ball,Jarace Walker,Day'Ron Sharpe,50000,117.82
Craig Porter,Brandon Ingram,Aaron Nesmith,Nae'Qwan Tomlin,Day'Ron Sharpe,TJ McConnell,Zion Williamson,Tyrese Maxey,49900,117.82
Egor Demin,Trey Murphy,Michael Porter,Nae'Qwan Tomlin,Jay Huff,Jamal Shead,Noah Clowney,Scottie Barnes,50000,117.82
TJ McConnell,Jaylon Tyson,De'Andre Hunter,Matas Buzelis,Joel Embiid,Coby White,Scottie Barnes,Kris Dunn,50000,117.82
Andrew Nembhard,Trey Murphy,Jarace Walker,Scottie Barnes,Nikola Vucevic,Craig Porter,Kevin Huerter,Lonzo Ball,50000,117.82
Craig Porter,Coby White,Johnny Furphy,Derik Queen,Joel Embiid,TJ McConnell,Jordan Miller,Tyrese Maxey,49900,117.82
Jeremiah Fears,Lonzo Ball,Drake Powell,Pascal Siakam,Joel Embiid,Jamal Shead,Zion Williamson,Tre Jones,50000,117.82
Egor Demin,Trey Murphy,Jaylon Tyson,Jay Huff,Ivica Zubac,Brandon Ingram,Matas Buzelis,John Collins,49900,117.82
Andrew Nembhard,Donovan Mitchell,Paul George,Nae'Qwan Tomlin,Ivica Zubac,Lonzo Ball,Ayo Dosunmu,Coby White,50000,117.82
Craig Porter,VJ Edgecombe,Jaylon Tyson,Nae'Qwan Tomlin,Nic Claxton,Jeremiah Fears,Zion Williamson,Tyrese Maxey,50000,117.82
Andrew Nembhard,Jaylon Tyson,Aaron Nesmith,Zion Williamson,Jay Huff,Cam Thomas,Scottie Barnes,Kris Dunn,50000,117.82
Andrew Nembhard,VJ Edgecombe,Jaylon Tyson,Jay Huff,Day'Ron Sharpe,Jamal Shead,Matas Buzelis,James Harden,50000,117.82
Egor Demin,Trey Murphy,Jarace Walker,Matas Buzelis,Ivica Zubac,Jaylon Tyson,Michael Porter,Collin Murray-Boyles,50000,117.82
Jeremiah Fears,Jaylon Tyson,Michael Porter,Pascal Siakam,Jay Huff,Kevin Huerter,Jalen Smith,Ivica Zubac,50000,117.815
Jamal Shead,Coby White,Jarace Walker,Scottie Barnes,Nikola Vucevic,Jordan Miller,Isaac Okoro,Michael Porter,49900,117.815
Craig Porter,Brandon Ingram,Jordan Miller,Jalen Smith,Ivica Zubac,Tyrese Maxey,John Collins,Jamal Shead,49900,117.815
Andrew Nembhard,VJ Edgecombe,Jaylon Tyson,Derik Queen,Ivica Zubac,Jeremiah Fears,Ayo Dosunmu,Nic Claxton,50000,117.815
Craig Porter,Coby White,Aaron Nesmith,Jarace Walker,Jarrett Allen,TJ McConnell,Michael Porter,Scottie Barnes,49900,117.815
Andrew Nembhard,Donovan Mitchell,Aaron Nesmith,Matas Buzelis,Collin Murray-Boyles,Craig Porter,Noah Clowney,Egor Demin,50000,117.815
Egor Demin,Jaylon Tyson,Aaron Nesmith,Pascal Siakam,Evan Mobley,Jordan Miller,Noah Clowney,Nic Claxton,50000,117.815
Andrew Nembhard,Brandon Ingram,Aaron Nesmith,Evan Mobley,Jay Huff,Jordan Miller,De'Andre Hunter,Collin Murray-Boyles,50000,117.815
Andrew Nembhard,Jaylon Tyson,Johnny Furphy,Derik Queen,Nic Claxton,Jamal Shead,Saddiq Bey,James Harden,49900,117.815
TJ McConnell,Donovan Mitchell,Jarace Walker,Pascal Siakam,Sandro Mamukelashvili,Coby White,Collin Murray-Boyles,Tre Jones,50000,117.815
TJ McConnell,Donovan Mitchell,Jarace Walker,Zion Williamson,Joel Embiid,Kevin Huerter,Noah Clowney,Kris Dunn,50000,117.815
TJ McConnell,Trey Murphy,Johnny Furphy,Collin Murray-Boyles,Ivica Zubac,Lonzo Ball,Michael Porter,Brandon Ingram,50000,117.815
TJ McConnell,Trey Murphy,Jordan Miller,Nae'Qwan Tomlin,Jay Huff,Tyrese Maxey,Scottie Barnes,Jamal Shead,49500,117.815
Craig Porter,Ayo Dosunmu,Kevin Huerter,Pascal Siakam,Joel Embiid,Egor Demin,Noah Clowney,Nic Claxton,50000,117.815
TJ McConnell,Trey Murphy,De'Andre Hunter,Karlo Matkovic,Ivica Zubac,Jaylon Tyson,Michael Porter,Brandon Ingram,50000,117.815
Andrew Nembhard,Donovan Mitchell,Jordan Miller,Jay Huff,Day'Ron Sharpe,Tre Jones,Kevin Huerter,Nikola Vucevic,50000,117.815
Craig Porter,Ben Sheppard,Michael Porter,Collin Murray-Boyles,Joel Embiid,Brandon Ingram,Drake Powell,Ivica Zubac,50000,117.815
Andrew Nembhard,Jaylon Tyson,Aaron Nesmith,Noah Clowney,Collin Murray-Boyles,Tyrese Maxey,Kevin Huerter,Tre Jones,50000,117.815
Andrew Nembhard,Ben Sheppard,Saddiq Bey,Jay Huff,Ivica Zubac,Brandon Ingram,Michael Porter,Tre Jones,50000,117.815
Tyrese Maxey,Jaylon Tyson,Gradey Dick,Pascal Siakam,Jay Huff,Egor Demin,Matas Buzelis,Collin Murray-Boyles,49900,117.815
Lonzo Ball,Donovan Mitchell,Johnny Furphy,Noah Clowney,Jarrett Allen,Jaylon Tyson,Michael Porter,Ivica Zubac,49900,117.815
Tyrese Maxey,Coby White,Johnny Furphy,Jarace Walker,Nic Claxton,Kevin Huerter,Matas Buzelis,Michael Porter,49900,117.815
Andrew Nembhard,Coby White,Johnny Furphy,Zion Williamson,Jarrett Allen,Nolan Traore,Collin Murray-Boyles,Joel Embiid,50000,117.815
Lonzo Ball,Jaylon Tyson,Michael Porter,Pascal Siakam,Nic Claxton,Tre Jones,Matas Buzelis,Sandro Mamukelashvili,50000,117.815
Andrew Nembhard,Gradey Dick,Jordan Miller,Zion Williamson,John Collins,Tyrese Maxey,Noah Clowney,Jamal Shead,49900,117.815
Jamal Shead,VJ Edgecombe,Jarace Walker,Pascal Siakam,Jay Huff,Cam Thomas,Matas Buzelis,Michael Porter,50000,117.815
Jeremiah Fears,Brandon Ingram,Jarace Walker,Derik Queen,Joel Embiid,Gradey Dick,Collin Murray-Boyles,Ivica Zubac,50000,117.815
Andrew Nembhard,Trey Murphy,Ayo Dosunmu,Jay Huff,Nic Claxton,Coby White,Matas Buzelis,John Collins,50000,117.81
Jeremiah Fears,Trey Murphy,Jaylon Tyson,Jay Huff,Ivica Zubac,Tre Jones,Collin Murray-Boyles,Nikola Vucevic,50000,117.81
Tyrese Maxey,Trey Murphy,Aaron Nesmith,Nae'Qwan Tomlin,Nic Claxton,Gradey Dick,Zion Williamson,Jarace Walker,49900,117.81
Craig Porter,Kris Dunn,Paul George,Pascal Siakam,Jarrett Allen,TJ McConnell,Scottie Barnes,Jamal Shead,50000,117.81
Andrew Nembhard,Trey Murphy,Johnny Furphy,Derik Queen,Jay Huff,Brandon Ingram,Kevin Huerter,Coby White,49800,117.81
Andrew Nembhard,Brandon Ingram,De'Andre Hunter,Derik Queen,Nikola Vucevic,Jamal Shead,Kevin Huerter,Kris Dunn,49900,117.81
Craig Porter,Trey Murphy,De'Andre Hunter,Pascal Siakam,Jay Huff,Brandon Ingram,Collin Murray-Boyles,Day'Ron Sharpe,49900,117.81
Craig Porter,Donovan Mitchell,Gradey Dick,Matas Buzelis,Ivica Zubac,Jeremiah Fears,Noah Clowney,Brandon Ingram,50000,117.81
TJ McConnell,Brandon Ingram,Michael Porter,Pascal Siakam,Jarrett Allen,Drake Powell,Jay Huff,Day'Ron Sharpe,49900,117.81
Tyrese Maxey,Lonzo Ball,Jarace Walker,Derik Queen,Jay Huff,Tre Jones,Michael Porter,Nic Claxton,49800,117.81
Jamal Shead,Coby White,Johnny Furphy,Scottie Barnes,Ivica Zubac,Tre Jones,Isaac Okoro,Michael Porter,50000,117.81
Craig Porter,Donovan Mitchell,Michael Porter,Nae'Qwan Tomlin,Jalen Smith,Jamal Shead,Zion Williamson,Jordan Miller,50000,117.81
Andrew Nembhard,Donovan Mitchell,Johnny Furphy,Zion Williamson,Jarrett Allen,Lonzo Ball,Saddiq Bey,Jamal Shead,50000,117.81
TJ McConnell,Jaylon Tyson,Paul George,Evan Mobley,Jarrett Allen,Coby White,Jay Huff,Ivica Zubac,49900,117.81
Tyrese Maxey,Trey Murphy,Jaylon Tyson,Pascal Siakam,Day'Ron Sharpe,Jamal Shead,Drake Powell,Kris Dunn,50000,117.81
Andrew Nembhard,Brandon Ingram,Isaac Okoro,Zion Williamson,Nikola Vucevic,Craig Porter,Jordan Miller,Egor Demin,50000,117.81
Jamal Shead,Jaylon Tyson,Jarace Walker,Derik Queen,Ivica Zubac,James Harden,John Collins,Nic Claxton,49600,117.81
TJ McConnell,Trey Murphy,Jarace Walker,Pascal Siakam,Day'Ron Sharpe,Egor Demin,Scottie Barnes,Jamal Shead,49800,117.81
TJ McConnell,Trey Murphy,Aaron Nesmith,Nae'Qwan Tomlin,Joel Embiid,Brandon Ingram,Dominick Barlow,Nic Claxton,49800,117.81
TJ McConnell,Coby White,Paul George,Zion Williamson,Derik Queen,Jamal Shead,Ayo Dosunmu,Ivica Zubac,50000,117.81
Craig Porter,Jordan Miller,Kevin Huerter,Pascal Siakam,Nikola Vucevic,TJ McConnell,Zion Williamson,Matas Buzelis,50000,117.81
TJ McConnell,Donovan Mitchell,Kevin Huerter,Dominick Barlow,Ivica Zubac,Brandon Ingram,John Collins,Nic Claxton,50000,117.81
Andrew Nembhard,VJ Edgecombe,Paul George,Zion Williamson,Nic Claxton,Lonzo Ball,John Collins,Jamal Shead,50000,117.81
Andrew Nembhard,Gradey Dick,Michael Porter,Jay Huff,Jarrett Allen,Jordan Miller,Collin Murray-Boyles,Nikola Vucevic,50000,117.81
Andrew Nembhard,Donovan Mitchell,Aaron Nesmith,Noah Clowney,Sandro Mamukelashvili,Trey Murphy,Drake Powell,Jamal Shead,49900,117.81
TJ McConnell,Lonzo Ball,Paul George,Nae'Qwan Tomlin,Ivica Zubac,Tyrese Maxey,Zion Williamson,Coby White,50000,117.81
Craig Porter,Donovan Mitchell,Jaylon Tyson,Zion Williamson,Nic Claxton,Kris Dunn,Collin Murray-Boyles,John Collins,49900,117.81
Jeremiah Fears,Donovan Mitchell,Jarace Walker,Pascal Siakam,Jay Huff,Nolan Traore,Scottie Barnes,Collin Murray-Boyles,50000,117.81
TJ McConnell,Donovan Mitchell,De'Andre Hunter,Jarace Walker,Nic Claxton,Trey Murphy,Paul George,Collin Murray-Boyles,50000,117.81
Tyrese Maxey,Kris Dunn,Paul George,Nae'Qwan Tomlin,Ivica Zubac,Jamal Shead,Noah Clowney,Nikola Vucevic,50000,117.81
TJ McConnell,Coby White,Johnny Furphy,Derik Queen,Ivica Zubac,Jordan Miller,Michael Porter,Nikola Vucevic,50000,117.81
Jeremiah Fears,Donovan Mitchell,De'Andre Hunter,Nae'Qwan Tomlin,Ivica Zubac,Jaylon Tyson,Zion Williamson,Matas Buzelis,50000,117.81
Craig Porter,VJ Edgecombe,Jaylon Tyson,Derik Queen,Jarrett Allen,TJ McConnell,Michael Porter,Nic Claxton,50000,117.81
Jeremiah Fears,Drake Powell,Aaron Nesmith,Nae'Qwan Tomlin,Nikola Vucevic,Jamal Shead,Pascal Siakam,Michael Porter,50000,117.805
Andrew Nembhard,Trey Murphy,De'Andre Hunter,Karlo Matkovic,Nic Claxton,Craig Porter,Michael Porter,Coby White,49900,117.805
Craig Porter,Jordan Miller,Paul George,Zion Williamson,Joel Embiid,TJ McConnell,John Collins,Nic Claxton,49900,117.805
TJ McConnell,Coby White,Drake Powell,Jay Huff,Jarrett Allen,Tyrese Maxey,Noah Clowney,Joel Embiid,49800,117.805
Tyrese Maxey,Drake Powell,Johnny Furphy,Nae'Qwan Tomlin,Nic Claxton,Tre Jones,Pascal Siakam,Nikola Vucevic,50000,117.805
TJ McConnell,Lonzo Ball,De'Andre Hunter,Noah Clowney,Joel Embiid,Brandon Ingram,Collin Murray-Boyles,Nikola Vucevic,50000,117.805
Tre Jones,VJ Edgecombe,De'Andre Hunter,Pascal Siakam,Derik Queen,Jaylon Tyson,Jay Huff,Ivica Zubac,49900,117.805
TJ McConnell,Gradey Dick,Jarace Walker,Pascal Siakam,Derik Queen,Tre Jones,Scottie Barnes,Ivica Zubac,49900,117.805
Craig Porter,Coby White,Michael Porter,Collin Murray-Boyles,Nic Claxton,Jeremiah Fears,Jordan Miller,Nikola Vucevic,50000,117.805
Jeremiah Fears,Kevin Huerter,Jarace Walker,Nae'Qwan Tomlin,Joel Embiid,TJ McConnell,Pascal Siakam,Michael Porter,49900,117.805
Craig Porter,Jaylon Tyson,Saddiq Bey,Evan Mobley,Joel Embiid,TJ McConnell,Kevin Huerter,Nic Claxton,50000,117.805
Egor Demin,Gradey Dick,Jarace Walker,Pascal Siakam,Nic Claxton,Kris Dunn,Michael Porter,Nikola Vucevic,50000,117.805
TJ McConnell,Jaylon Tyson,Aaron Nesmith,Matas Buzelis,Joel Embiid,Tre Jones,Jordan Miller,Nikola Vucevic,49800,117.805
Jamal Shead,Ben Sheppard,Johnny Furphy,Zion Williamson,Nic Claxton,Donovan Mitchell,Michael Porter,Kevin Huerter,49900,117.80499999999999
Andrew Nembhard,Cam Thomas,Aaron Nesmith,Paul George,Ivica Zubac,Jamal Shead,Scottie Barnes,Drake Powell,50000,117.80499999999999
Craig Porter,Trey Murphy,De'Andre Hunter,Zion Williamson,Day'Ron Sharpe,Brandon Ingram,Matas Buzelis,Jamal Shead,50000,117.80499999999999
Andrew Nembhard,Trey Murphy,Jaylon Tyson,John Collins,Joel Embiid,Craig Porter,Jordan Miller,Sandro Mamukelashvili,50000,117.80499999999999
Jamal Shead,Ben Sheppard,Ayo Dosunmu,Zion Williamson,Jay Huff,Donovan Mitchell,Matas Buzelis,Brandon Ingram,50000,117.80499999999999
Egor Demin,Brandon Ingram,Aaron Nesmith,Pascal Siakam,Dominick Barlow,Coby White,Collin Murray-Boyles,Nic Claxton,50000,117.80499999999999
Andrew Nembhard,Donovan Mitchell,Johnny Furphy,Jay Huff,Jarrett Allen,Jordan Miller,Scottie Barnes,Day'Ron Sharpe,50000,117.80499999999999
Andrew Nembhard,Trey Murphy,Johnny Furphy,Nae'Qwan Tomlin,Derik Queen,Brandon Ingram,Pascal Siakam,Drake Powell,50000,117.8
Craig Porter,Donovan Mitchell,Kevin Huerter,Evan Mobley,Nic Claxton,TJ McConnell,Jalen Smith,Jamal Shead,50000,117.8
Andrew Nembhard,Donovan Mitchell,Jaylon Tyson,Nae'Qwan Tomlin,Sandro Mamukelashvili,Tre Jones,Zion Williamson,Noah Clowney,49900,117.8
Andrew Nembhard,Donovan Mitchell,Jarace Walker,Jay Huff,Jalen Smith,Gradey Dick,Matas Buzelis,Michael Porter,49900,117.8
Craig Porter,Brandon Ingram,Johnny Furphy,Scottie Barnes,Jarrett Allen,Nolan Traore,Michael Porter,Nic Claxton,50000,117.8
Andrew Nembhard,Lonzo Ball,Michael Porter,Scottie Barnes,Ivica Zubac,Coby White,Drake Powell,Kris Dunn,50000,117.8
Jeremiah Fears,Jaylon Tyson,Johnny Furphy,Derik Queen,Ivica Zubac,Tyrese Maxey,Jordan Miller,Brandon Ingram,50000,117.8
Nolan Traore,Donovan Mitchell,Aaron Nesmith,Pascal Siakam,Jarrett Allen,Coby White,Jay Huff,Kevin Huerter,50000,117.8
Tyrese Maxey,Ben Sheppard,Jarace Walker,Scottie Barnes,Nic Claxton,Jamal Shead,Isaac Okoro,Michael Porter,50000,117.8
Jamal Shead,Brandon Ingram,Jarace Walker,Noah Clowney,John Collins,Gradey Dick,Michael Porter,Scottie Barnes,50000,117.8
Andrew Nembhard,Donovan Mitchell,Kevin Huerter,Nae'Qwan Tomlin,Nic Claxton,VJ Edgecombe,Matas Buzelis,Noah Clowney,50000,117.8
Andrew Nembhard,Trey Murphy,Johnny Furphy,Derik Queen,Sandro Mamukelashvili,Craig Porter,Michael Porter,Jamal Shead,50000,117.8
Craig Porter,Kris Dunn,Johnny Furphy,Matas Buzelis,Joel Embiid,Tyrese Maxey,Noah Clowney,Ivica Zubac,50000,117.8
Craig Porter,Donovan Mitchell,Johnny Furphy,De'Andre Hunter,Nic Claxton,Coby White,John Collins,Nikola Vucevic,50000,117.8
Craig Porter,Jaylon Tyson,Johnny Furphy,Evan Mobley,Joel Embiid,Jamal Shead,Paul George,Tre Jones,50000,117.8
Egor Demin,Donovan Mitchell,Jarace Walker,Nae'Qwan Tomlin,Jay Huff,Brandon Ingram,Michael Porter,John Collins,50000,117.8
TJ McConnell,Jaylon Tyson,Kevin Huerter,Pascal Siakam,Jay Huff,Tyrese Maxey,Matas Buzelis,Cam Thomas,50000,117.8
Andrew Nembhard,Quentin Grimes,Aaron Nesmith,Nae'Qwan Tomlin,Joel Embiid,Egor Demin,Pascal Siakam,Jay Huff,50000,117.8
Kris Dunn,Trey Murphy,Jaylon Tyson,Jay Huff,Joel Embiid,Gradey Dick,Michael Porter,Noah Clowney,50000,117.8
Andrew Nembhard,Trey Murphy,De'Andre Hunter,Pascal Siakam,Day'Ron Sharpe,Brandon Ingram,Jarace Walker,Isaac Okoro,50000,117.8
Jamal Shead,Jaylon Tyson,Paul George,Pascal Siakam,Derik Queen,Tre Jones,Zion Williamson,Drake Powell,50000,117.8
Andrew Nembhard,Coby White,Paul George,Jay Huff,Collin Murray-Boyles,Tyrese Maxey,Noah Clowney,Jordan Miller,49800,117.8
Jeremiah Fears,Donovan Mitchell,De'Andre Hunter,Derik Queen,Nikola Vucevic,Jaylon Tyson,Jordan Miller,Jamal Shead,50000,117.8
Craig Porter,Kevin Huerter,Johnny Furphy,Matas Buzelis,Joel Embiid,Tre Jones,Michael Porter,Nic Claxton,50000,117.8
Andrew Nembhard,Donovan Mitchell,Ayo Dosunmu,Jalen Smith,Ivica Zubac,Jordan Miller,Kevin Huerter,Nic Claxton,50000,117.8
Andrew Nembhard,Ben Sheppard,Aaron Nesmith,Noah Clowney,Joel Embiid,Trey Murphy,Jordan Miller,Ivica Zubac,49900,117.8
Andrew Nembhard,Ayo Dosunmu,Aaron Nesmith,Nae'Qwan Tomlin,Jay Huff,Tyrese Maxey,Zion Williamson,De'Andre Hunter,50000,117.8
Andrew Nembhard,Brandon Ingram,Gradey Dick,Evan Mobley,Nic Claxton,Coby White,Collin Murray-Boyles,Nolan Traore,49900,117.795
Andrew Nembhard,VJ Edgecombe,Jaylon Tyson,Nae'Qwan Tomlin,Evan Mobley,Coby White,Noah Clowney,Nic Claxton,49800,117.795
Andrew Nembhard,Jaylon Tyson,Kevin Huerter,Derik Queen,Jay Huff,Tyrese Maxey,Karlo Matkovic,Brandon Ingram,49800,117.795
Jeremiah Fears,Lonzo Ball,Johnny Furphy,Paul George,Joel Embiid,Jamal Shead,Scottie Barnes,Ivica Zubac,50000,117.795
Craig Porter,Brandon Ingram,De'Andre Hunter,John Collins,Joel Embiid,TJ McConnell,Ayo Dosunmu,Ivica Zubac,50000,117.795
Lonzo Ball,Donovan Mitchell,Jarace Walker,Jay Huff,Jarrett Allen,Trey Murphy,Paul George,Ivica Zubac,50000,117.795
Craig Porter,Donovan Mitchell,Jarace Walker,Collin Murray-Boyles,Nic Claxton,Tyrese Maxey,Ayo Dosunmu,Jordan Miller,49800,117.795
